fax,name,url,phone,address,email
 ,    Dreyer Associates Ltd,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/1810/0,040442818,"Ballylusk,Ashford,Co. Wicklow, ",  
 ,  c/o Ted Duffy,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1810/0, ,"Market Square,Castleblayney,Co Monaghan, ",  
 ,C/o Stephen Mason,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1812/0, ,"2 Clonkeefy,Castlerahan,Ballyjamesduff,Co. Cavan",  
 4126246,    DMVF Architects ,http://www.eplanning.ie/WicklowCC/AppFileRefDetails/181/0,4071080,"276-278 Lower Rathmines Road,Rathmines,Dublin 6, ",  
 ,  Michael Fitzpatrick Architects Ltd.,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1814/0,049 4365800,"Main Street,Butlersbridge,Co Cavan, ",  
 ,C/o  Cathal Boylan,http://www.eplanning.ie/CavanCC/AppFileRefDetails/181/0, ,"Boylan Civil Engineering,Main Street,Mullagh,Co. Cavan",  
 ,    Focus Plus Ltd.,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1825/0, ,"No. 3 Arbourfield House,Dundrum Business Park,Dundrum Road,Dublin 14",  
0494327660,  Andrew O'Gorman,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1813/0,049 4327773,"Drumbo,Cavan, , ",  
 ,C/o  Noel Smith & Assoc. Architects,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1822/0, ,"Deanery Street,Belturbet,Co Cavan, ",  
 ,C/o   Hanley-Taite Design Partnership,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1824/0, ,"Virginia Shopping Centre,Virginia,Co Cavan, ",  
 ,  Michael Fitzpatrick Architects Ltd.,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1821/0,049 4365800,"Main Street,Butlersbridge,Co Cavan, ",  
 ,  Michael Fitzpatrick Architects Ltd.,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1826/0,049 4365800,"Main Street,Butlersbridge,Co Cavan, ",  
 ,"    DMC Architects Ltd.,",http://www.eplanning.ie/CavanCC/AppFileRefDetails/1820/0,049-4361096,"21 Church View,Cavan,Co Cavan, ",  
 ,"    DMC Architects Ltd.,",http://www.eplanning.ie/CavanCC/AppFileRefDetails/1827/0,049-4361096,"21 Church View,Cavan,Co Cavan, ",  
 ,C/o Colin Brady,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1836/0, ,"Rathmore Lane,Rathmore,Athboy,Co Meath",  
 ,  David O'Sullivan,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1823/0, ,"194 Canterbrook,Navan,Co. Meath, ",  
 ,  Michael Fitzpatrick Architects Ltd.,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1811/0,049 4365800,"Main Street,Butlersbridge,Co Cavan, ",  
 ,C/o Claire O'Neill O'Reilly Associates,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1835/0,4337073,"Carricknabrick,Loughduff,Co Cavan, ",  
 ,"    DMC Architects Ltd.,",http://www.eplanning.ie/CavanCC/AppFileRefDetails/1832/0,049-4361096,"21 Church View,Cavan,Co Cavan, ",  
 ,C/o   Hanley-Taite Design Partnership,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1818/0, ,"Virginia Shopping Centre,Virginia,Co Cavan, ",  
 ,C/o   Hanley-Taite Design Partnership,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1834/0, ,"Virginia Shopping Centre,Virginia,Co Cavan, ",  
 ,C/o   Hanley-Taite Design Partnership,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1831/0, ,"Virginia Shopping Centre,Virginia,Co Cavan, ",  
 ,  Michael Fitzpatrick Architects Ltd.,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1833/0,049 4365800,"Main Street,Butlersbridge,Co Cavan, ",  
 ,"    DMC Architects Ltd.,",http://www.eplanning.ie/CavanCC/AppFileRefDetails/1830/0,049-4361096,"21 Church View,Cavan,Co Cavan, ",  
,C/o Andrew O'Gorman,http://www.eplanning.ie/CavanCC/AppFileRefDetails/183/0,,"Building Surveyor,Drumbo,Cavan,Co Cavan",
 ,C/o  Noel Smith & Assoc. Architects,http://www.eplanning.ie/CavanCC/AppFileRefDetails/189/0, ,"Deanery Street,Belturbet,Co Cavan, ",  
049 8550989,C/o  Michael Hetherton,http://www.eplanning.ie/CavanCC/AppFileRefDetails/188/0,049 8542911,"Architectural & Eng. Services,Unit 3, Cavan Street,Oldcastle,Co. Meath",  
 ,C/o  Noel Smith & Assoc. Architects,http://www.eplanning.ie/CavanCC/AppFileRefDetails/186/0, ,"Deanery Street,Belturbet,Co Cavan, ",  
 ,  Michael Fitzpatrick Architects Ltd.,http://www.eplanning.ie/CavanCC/AppFileRefDetails/187/0,049 4365800,"Main Street,Butlersbridge,Co Cavan, ",  
,C/o Michael Hetherton,http://www.eplanning.ie/CavanCC/AppFileRefDetails/185/0,,"Unit 3,Cavan Street,Oldcastle,Co Meath",
 ,  c/o  DSH Surveyors,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1837/0, ,"Liam Dempsey,Hilltop,Cootehill,Co. Cavan",  
 ,C/o Niall Smith Architects,http://www.eplanning.ie/CavanCC/AppFileRefDetails/184/0, ,"Hall Street,Kingscourt,Co Cavan, ",  
 ,C/o    Maguire Architectural Services,http://www.eplanning.ie/CavanCC/AppFileRefDetails/182/0, ,"Conall Building,Main Street,Ballyconnell,Co. Cavan",  
 ,C/o    J. M. Johnston,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1819/0, ,"53 Church Street,Cavan, , ",  
 ,    Focus Plus Ltd.,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1829/0, ,"No. 3 Arbourfield House,Dundrum Business Park,Dundrum Road,Dublin 14",  
 ,C/o   Mark  Cunningham ,http://www.eplanning.ie/CavanCC/AppFileRefDetails/1828/0, ,"Block C,N4 Axis Centre,Longford,Co Longford",  
041 9880273,"c/o Keith Ludlow MCIAT,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA180074/0,041 9880273,"Teach Na Ri,,Kingsgate,,Duleek,,Co. Meath.",  
 ,"c/o   McKenna & Associates,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA180043/0,046 9486788,"High Street,,Trim,,Co. Meath., ",  
,"c/o Shay Scanlon Architects,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA180022/0,,"Kilmore,,Kilcock,,Co. Meath., ",
 ,   Colm Doyle,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/1816/0, ,"Eadestown,,Stratford,Co. Wicklow., ",  
, Oliver Nolan c/o,http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA180021/0,,"Belgree,Kilbride,Clonee,Co Meath",
 ,"c/o   McGill Planning,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA180057/0, ,"1st Floor,,No. 7 Fitzwilliam Street Upper,,Dublin 2., ",  
,c/o Damian McGivney,http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA171545/0,,"Knockategart,Stradone,Co. Cavan",
 ,    Butler Architecture,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/1814/0, ,"Kilmaglin ,Fenagh,Co. Carlow, ",  
 ,"c/o   O'Daly Architects,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA180015/0,046 9021283,"No. 20 Proudstown Road,,Navan,,Co. Meath., ",  
 ,"c/o   Fingleton White,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA180095/0,057 8665400,"Bridge Street Centre,,Portlaoise,,Co. Laois., ",  
,c/o Robert Kenny,http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA180093/0,,"Townley Hall,Drogheda,Co. Louth",
 ,  David Duignan,http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA180102/0, ,"Architectural & Planning Consultants,Chartered Building Surveyors,Dunmoe,Navan, Co. Meath ",  
,c/o Robert Kenny,http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA180094/0,,"Townley Hall,Drogheda,Co. Louth",
 ,    ENGIE,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/1813/0, ,"Mynydd Awel,Mold Business Park,Mold ,Flintshire, CH7 1XN UK",  
 ,"c/o   Jova Planning Consultants,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA180092/0, ,"Boyerstown,,Navan,,Co. Meath., ",  
 ,  James Kealy,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/1812/0,059 9131772,"Planning & Design Services,Gateway Business Centre,Athy Road, Carlow",  
 ,    Bluett & O'Donoghue Architects,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/1810/0,056 7762907,"No. 2 John Street,,Kilkenny, , ",  
 ,    Burgess and Associates,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/1811/0, ,"Raheen,Kildavin,Bunclody,Co Wexford",  
 ,  Michael Fitzpatrick,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/17373/0,0494365800,"Michael Fitzpatrick Architects Ltd,Main Street,Butlersbridge,Co.Cavan",  
 ,"c/o   KT Designs,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA180082/0,01 8415130,"Unit 12 Beat Centre,,Stephenstown Industrial Estate,,Balbriggan,,Co. Dublin.",  
 ,  John Paul Grufferty,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/17372/0,0876935080,"Beechwood House,Athy ,Co.Kildare, ",  
 ,    David Kelly Partnership,http://www.eplanning.ie/CarlowCC/AppFileRefDetails/181/0,024-92412,"Nelson House,Emmet Place,Youghal,Co. Cork",  
,  David Leonard,http://www.eplanning.ie/LongfordCC/AppFileRefDetails/1814/0,043 6683911,"Leitrim,Dring,Co. Longford, ",  
 ,c/o James Shanley & Associates,http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA180089/0, ,"Coolfore Road,,Ardbraccan,,Navan,,Co. Meath.",  
 ,    Cunningham Design & Planning Limited,http://www.eplanning.ie/LongfordCC/AppFileRefDetails/1813/0, 0433340450/ 0878509554,"Consulting Engineers,,Block C, ,N4 Axis Centre,,Longford.",  
 ,    Grasstec Ltd.,http://www.eplanning.ie/LongfordCC/AppFileRefDetails/1811/0,022 27610,"Kilpatrick,Ballyclough,Mallow,Co. Cork",  
 ,    Cunningham Design & Planning Limited,http://www.eplanning.ie/LongfordCC/AppFileRefDetails/181/0, 0433340450/ 0878509554,"Consulting Engineers,,Block C, ,N4 Axis Centre,,Longford.",  
 ,  Elizabeth Banim,http://www.eplanning.ie/LongfordCC/AppFileRefDetails/1812/0, ,"Deerpark Lodge,Keel,Ballymahon,Co Longford",  
 ,"  Jane Meade,",http://www.eplanning.ie/LongfordCC/AppFileRefDetails/1810/0,043 - 3326057,"Quarry Cottage,,Killashee Road,,Clondra,,Co. Longford.",  
 ,"c/o   PDC Architectural,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA180062/0, ,"12a Churchfields,,Kentstown,,Navan,,Co. Meath.",  
,"c/o Paul Carroll & Assoc.,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/AA180071/0,,"Brookfield House,,Athlumney,,Navan,,Co. Meath.",
 ,"  Brendan Quaine,",http://www.eplanning.ie/LongfordCC/AppFileRefDetails/1815/0,043 3348551,"Cluain Cottage,,Knockmartin,,Longford., ",  
," Kelly, Mark",http://www.eplanning.ie/KilkennyCC/AppFileRefDetails/1816/0,,"Architectural Services,,22 Upper Patrick Street,,Kilkenny.",
 ,  Joe Beggan,http://www.eplanning.ie/SligoCC/AppFileRefDetails/1812/0, ,"Clonkirk,Clones,Co. Monaghan, ",  
056 40813,  Moran Billy,http://www.eplanning.ie/KilkennyCC/AppFileRefDetails/1812/0,056 40883,"The Square,Castlecomer,Co. Kilkenny, ",  
,c/o Declan Clabby & Associates,http://www.eplanning.ie/MeathCC/AppFileRefDetails/fs18012/0,,"Haggard Street,Trim ,Co. Meath ",
 ,  C/o Thor Design,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600014/0,05791231688,"Ballindara,Birr,Co. Offaly, ",  
 ,  C/o Brian England,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600015/0, 086-8185097 / 0505 42336,"Stoneyacre, ,Cloughjordan, ,Co. Tipperary., ",  
096 60071,    Simon Beale & Associates,http://www.eplanning.ie/SligoCC/AppFileRefDetails/188/0,096 60070,"Breaffy,Ballina,Co Mayo, ",  
,    Focusplus Ltd,http://www.eplanning.ie/SligoCC/AppFileRefDetails/187/0,0851411025,"No 3 Arbourfield House,Dundrum Business Park,Dundrum, Dublin 14, ",  
,"c/o Lloyd Fitzsimons,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180008/0,,"Kells Art Studio,,13 John Street,,Kells,,Co. Meath.",
 ,  c/o   CEA Engineers & Architects,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600013/0,021 4637000,"15 Mill Road,Midleton,Co. Cork, ",  
,"  c/o Pascal Reilly,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180009/0,,"Mahonstown,,Kells,,Co. Meath., ",
067-23077,  C/o John Joe Lewis,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600025/0,067-34906,"Architectural Services Ltd,4 Silver View,Nenagh,Co. Tipperary.",  
 ,  C/o Shane Smyth,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600024/0,0579122856,"Hoctor Smyth,Design House,Emmet Street,Birr, Co. Offaly",  
 ,  Eugene O'Neill,http://www.eplanning.ie/SligoCC/AppFileRefDetails/189/0, ,"5 Union Street,Sligo, , ",  
,"c/o Jim Harte,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180055/0,,"Clonmore,,Kildalkey,,Co. Meath., ",
 ,"c/o   WCA Architects,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180006/0,01 8909550,"Broadmeadows Hall,,Applewood Village,,Swords,,Co. Dublin.",  
 ,  C/o Michael Whelan,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600012/0, ,"Architectural Technician,Kilcanavee,Kilmacthomas,Co. Waterford",  
 ,"c/o   McKenna & Associates,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180032/0,046 9486788,"High Street,,Trim,,Co. Meath., ",  
 ,"c/o   Grasstec Ltd.,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180084/0,022 27610,"Kilpatrick,,Ballyclough,,Mallow,,Co. Cork.",  
 ,"c/o   O'Loughlin Architects Ltd.,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180049/0,045 520556,"Redhill House,,Kildare,,Co. Kildare., ",  
,  c/o Michael Hetherton,http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180083/0,,"Unit 3 ,Cavan Street,Oldcastle,Co. Meath",
,c/o Pat Dunne,http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180072/0,,"Oakley Park,Kells,Co Meath, ",
 ,  C/o Julia Drislane,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600035/0, ,"Anthony & Associates,Firmount,Castlelyons,Co. Cork",  
,"c/o   Collins Maher Martin Architects,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/LB180018/0,01 49000637,"Dodder Park Road,,Rathfarnham,,Dublin 14., ",  
056 40813,  Moran Billy,http://www.eplanning.ie/KilkennyCC/AppFileRefDetails/188/0,056 40883,"The Square,Castlecomer,Co. Kilkenny, ",  
 ,c/o    Hughes Planning & Development Consultant,http://www.eplanning.ie/MeathCC/AppFileRefDetails/LB180004/0,01 5334211,"The Mash House,,Distillery Road,,Dublin 3., ",  
,"c/o Patrick Byrne,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180031/0,,"Greenan,,Drumconrath,,Navan,,Co. Meath.",
 ,"c/o Derek Whyte,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/KA180040/0, ,"Great Connell,,Newbridge,,Co. Kildare., ",  
 ,"c/o   D McElroy Designs,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/NA180002/0, ,"67 Tubberclaire Meadows,,Athlumney,,Navan,,Co. Meath.",  
 ,  c/o Brigid Browne,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600045/0,087 2198801,"Fortress Planning Consultancy,Canopy Street,Cashel,Co Tipperary E25 AW80",  
 ,"    O'Rourke Designs,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/LB180016/0, ,"The Mews,,Bettystown Cross,,Bettystown,,Co. Meath.",  
, C/o Foster Associates Architects,http://www.eplanning.ie/MeathCC/AppFileRefDetails/LB180079/0,,"Dean Hill,Hayes, Navan,Co. Meath",
,  A 2 Architects,http://www.eplanning.ie/MeathCC/AppFileRefDetails/LB180051/0,,"3 Great Strand Street,Dublin 1",
 ,"c/o   PDC Architectural,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/LB180064/0, ,"12a Churchfields,,Kentstown,,Navan,,Co. Meath.",  
 ,"    c/o McElroy Associates,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/LB180017/0,01 6609000,"72 Haddington Road,,Dublin DO4 EO97, , ",  
 ,  c/o Michael Quirke,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600054/0,062 31300,"Ballinleenty,Tipperary Town,Co Tipperary, ",  
 ,  c/o Catherine O'Brien,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600050/0, ,"The Red Church,Henry Street,Limerick, ",  
, c/o   Murray Architects ,http://www.eplanning.ie/MeathCC/AppFileRefDetails/LB180047/0,,"39 Brews Hill,Navan,Co Meath",
,"c/o Eamonn Reaburn,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/LB180001/0,,"Funshog,,Collon,,Co. Louth., ",
 ,  C/o Padraig Cahill,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600053/0, ,"Gortussa,Dundrum,Co. Tipperary, ",  
 ,  c/o Grasstec Ltd.,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600046/0, ,"Kilpatrick,Ballyclough,Mallow,Co.Cork",  
 ,"c/o   McKenna & Associates,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/LB180033/0,046 9486788,"High Street,,Trim,,Co. Meath., ",  
062-62855,  c/o Michael Mooney Engineer,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600047/0,062-62855/62858,"Brickendown,Mayfield,Cashel,Co. Tipperary",  
 ,  C/o Brian England,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600048/0, 086-8185097 / 0505 42336,"Stoneyacre, ,Cloughjordan, ,Co. Tipperary., ",  
 ,  c/o James Kiely,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600064/0, ,"Parkroe,Cappawhite,Co Tipperary, ",  
014126246,"c/o   DMVF Architects,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/RA171543/0,014071080,"276 278 Lower Rathmines Road,,Rathmines,,Dublin 6., ",
 ,"c/o   O'Daly Architects,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/NA180061/0,046 9021283,"No. 20 Proudstown Road,,Navan,,Co. Meath., ",  
 051-648834,  c/o Micheál Moloney,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600065/0, 051-648834,"Butlerswood,Windgap,Co Kilkenny, ",  
 051-875806,  c/o Bryan McCarthy & Associates,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600063/0,051 875805,"9A Durands Court,Parnell Street,Waterford, ",  
,"c/o James Shanley & Associates,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/NA180044/0,046 9031737,"Coolfore Road.,,Ardbraccan,,Navan,,Co. Meath.",  
 ,    Aoife Tuomey Architects,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600051/0,016330040,"68 Dame Street,Dublin,D02 XW73, ",  
 ,"c/o   McKenna & Associates,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/NA180085/0,046 9486788,"High Street,,Trim,,Co. Meath., ",  
 ,Mr Paul McMahon ACIAT,http://www.eplanning.ie/MeathCC/AppFileRefDetails/NA180014/0, ,"Birdhill,,Drumconrath,,,Navan,,Co. Meath ",  
 ,"c/o   Sean Boyle Architects,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/NA180024/0,046 9023797,"Unit 3, Second Floor,,Donohoe Building,,Kennedy Centre, Kennedy Road,,Navan, Co. Meath.",  
 ,  C/O Michael Russell,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600049/0, ,"Brittas Road,Thurles,Co. Tipperary, ",  
 ,"c/o 4th Floor,  AECOM,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/RA180048/0,01 2383100,"Adelphi Plaza, Adelphi Centre, ,George's Street Upper,,Dun Laoghaire,,Co. Dublin, Ireland.",  
 ,"c/o   O'Daly Architects,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/RA180067/0,046 9021283,"No. 20 Proudstown Road,,Navan,,Co. Meath., ",  
,c/o Declan Clabby & Associates,http://www.eplanning.ie/MeathCC/AppFileRefDetails/RA180041/0,,"Haggard Street,Trim ,Co. Meath ",
,"c/o   Oppermann Associates,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/RA180035/0,01 8899800,"D1 The Steelworks,,Foley Street,,Dublin 1., ",
 ,  C/o John Howick O'Brien ,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600075/0, ,"Howick Consultants,14 College Court ,Cashel Road, Cahir,Co. Tipperary",  
,c/o  Ultan Blake,http://www.eplanning.ie/MeathCC/AppFileRefDetails/RA180012/0,,"Eslin House,Cultrummer,Drumree,Co. Meath",
 ,  C/o Jimmy Flynn,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600073/0, ,"Flynn Associates,Coolnamuck Road, Carrickbeg,Carrick-on-Suir,Co. Tipperary.",  
 ,"c/o 4th Floor,  AECOM,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/RA180030/0,01 2383100,"Adelphi Plaza, Adelphi Centre, ,George's Street Upper,,Dun Laoghaire,,Co. Dublin, Ireland.",  
 ,  c/o Patrick O'Gorman MB Eng,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600070/0,052-7466761,"Poulatar,Ardfinnan,Clonmel,Co Tipperary",  
 ,    RH Building Consultants,http://www.eplanning.ie/MeathCC/AppFileRefDetails/NA180026/0, ,"Five Roads,Skryne,Tara,Co. Meath",  
 ,  C/o Stephen Tiernan ,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600068/0, ,"Focusplus Ltd No. 3 Arbourfield House,Dundrum Business Park,Dundrum Road,Dublin 14",  
 ,"c/o Dermot Bannon Architects,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/NA180027/0,01-8550172,"16 The Seapoint Building,,44/45 Clontarf Road,,Dublin 3., ",  
.,  C/o Mike Lyons,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600071/0,.,"14 Bellewood,Ballyneety,Co. Limerick, ",  
 ,Mr.  Patrick O'Meara Architects ,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600069/0,052 - 9154260,"Kilbraugh,Coalbrook,Thurles,Co. Tipperary ",  
,c/o P.D. Lane Associates,http://www.eplanning.ie/MeathCC/AppFileRefDetails/RA180046/0,,"Architects & Engineers,,1 Church Road, Greystones,,Co. Wicklow",
 ,  C/o Derek J. White,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600083/0, ,"New Inn,Cashel,Co. Tipperary, ",  
,    O'Halloran & Rooney Architects,http://www.eplanning.ie/MeathCC/AppFileRefDetails/TA180019/0,,"3 The Beehives,Ballinderry,Mullingar,Co. Westmeath",
,  C/o Anthony D. Cleary,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600067/0,,"Cleary Agricultural Consultants,Bantis,Cloughjordan,Co. Tipperary",  
 ,  c/o Richie Butler,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600084/0,051 875 805,"Bryan McCarthy & Associates,9a Durands Court,Parnell Street,Waterford",  
,  VCL CONSULTANTS,http://www.eplanning.ie/MeathCC/AppFileRefDetails/RA180104/0,,"13 ASHDALE,Wheaton Hall,Drogheda,Co Louth",
 ,  Trevor Lynch,http://www.eplanning.ie/MeathCC/AppFileRefDetails/RA180103/0,086 8908038,"Ascend AM,Hallstown,Dunshauglin,Co. Meath",  
 ,  c/o Patrick O'Gorman MB Eng,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600085/0,052-7466761,"Poulatar,Ardfinnan,Clonmel,Co Tipperary",  
 ,"c/o   Cross Chartered Building Surveyor,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/TA180007/0,045-860284,"No. 11 An Crois,,Allenwood,,Naas,,Co. Kildare.",  
,c/o Declan Clabby & Associates,http://www.eplanning.ie/MeathCC/AppFileRefDetails/TA180020/0,,"Haggard Street,Trim ,Co. Meath ",
,c/o Declan Clabby & Associates,http://www.eplanning.ie/MeathCC/AppFileRefDetails/RA180077/0,,"Haggard Street,Trim ,Co. Meath ",
 ,  C/o John Howick O'Brien ,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600074/0, ,"Howick Consultants,14 College Court ,Cashel Road, Cahir,Co. Tipperary",  
, c/o Johnsbrook Surveys Ltd.,http://www.eplanning.ie/MeathCC/AppFileRefDetails/ta180063/0,,"Fordstown,Navan,Co. Meath",
,"c/o   H2B Architects,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/TA180059/0,,"20 Moyview,,Kildalkey,,Co. Meath., ",  
 ,"c/o   McKenna & Associates,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/RA180086/0,046 9486788,"High Street,,Trim,,Co. Meath., ",  
 ,  c/o John Egan,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600095/0, ,"Dovea,Templemore,Co Tipperary, ",  
 ,"c/o   Grasstec Ltd.,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/TA180028/0,022 27610,"Kilpatrick,,Ballyclough,,Mallow,,Co. Cork.",  
 ,  c/o Tim Bourke ,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600094/0, 06263122,"Killastafford,Cashel,Co Tipperary, ",  
,c/o Declan Clabby & Associates,http://www.eplanning.ie/MeathCC/AppFileRefDetails/TA180101/0,,"Haggard Street,Trim ,Co. Meath ",
,  c/o Will McGarry,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600093/0,052 81828,"15 Mary Street,Clonmel,Co. Tipperary, ",  
 ,  c/o Brigid Browne,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600105/0,087 2198801,"Fortress Planning Consultancy,Canopy Street,Cashel,Co Tipperary E25 AW80",  
 051-648834,  c/o Micheál Moloney,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600103/0, 051-648834,"Butlerswood,Windgap,Co Kilkenny, ",  
 051-648834,  c/o Micheál Moloney,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600104/0, 051-648834,"Butlerswood,Windgap,Co Kilkenny, ",  
,c/o Robert Kenny,http://www.eplanning.ie/MeathCC/AppFileRefDetails/TA180100/0,,"Townley Hall,Drogheda,Co. Louth",
0509 21690,  c/o Hugh O'Rourke,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600101/0,0509 21688,"Thor Design & Management,Ballindara,Riverstown Birr,Co. Offaly",  
 ,"c/o Noel Kerrigan,",http://www.eplanning.ie/MeathCC/AppFileRefDetails/TA180099/0, ,"Kilglass,,Longwood,,Co. Meath., ",  
 ,  C/o Shane Smyth,http://www.eplanning.ie/TipperaryCC/AppFileRefDetails/18600100/0,0579122856,"Hoctor Smyth,Design House,Emmet Street,Birr, Co. Offaly",  
